Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,Gender_cat,Workout_Type_cat,Experience_Level
0.7804878048780488,0.3448275862068965,0.3599999999999999,0.6923076923076923,0.8367346938775511,0.8333333333333334,0.4466666666666666,0.36824324324324326,0.924,0.45454545454545453,0.0,0.34221748400852875,0,3,1
0.2682926829268293,0.899888765294772,0.56,0.9487179487179487,0.9795918367346939,0.625,0.18666666666666668,0.28243243243243243,0.7240000000000001,0.8636363636363635,0.0,0.6886993603411512,1,3,1
0.5121951219512195,0.27030033370411566,0.3799999999999999,0.7692307692307693,0.5714285714285714,0.3333333333333333,0.5,0.42027027027027025,0.6759999999999999,0.18181818181818177,0.6666666666666666,0.27158848614072495,0,1,2
0.5853658536585366,0.26362625139043383,0.41999999999999993,0.3333333333333333,1.0,0.5,0.6133333333333333,0.525,0.644,0.13636363636363638,0.3333333333333333,0.2521321961620469,0,3,2
0.6341463414634146,0.2803114571746385,0.6000000000000001,0.8205128205128205,0.3877551020408163,0.75,0.15333333333333332,0.13445945945945945,0.688,0.5454545454545455,0.0,0.20788912579957355,1,1,1
1.0,0.15461624026696327,0.5,0.20512820512820512,0.30612244897959184,0.7916666666666666,0.6533333333333333,0.4635135135135135,0.4640000000000001,0.5909090909090908,0.6666666666666666,0.14072494669509597,1,2,2
0.6585365853658537,0.4994438264738599,0.7200000000000002,0.6666666666666666,0.32653061224489793,0.6666666666666666,0.7599999999999999,0.5412162162162162,0.16799999999999998,0.9090909090909091,1.0,0.3256929637526652,1,1,3
0.36585365853658536,0.42269187986651835,0.3599999999999999,0.5897435897435898,0.30612244897959184,0.20833333333333334,0.5266666666666667,0.3837837837837838,0.8919999999999999,0.13636363636363638,0.3333333333333333,0.4083155650319829,0,1,2
0.34146341463414637,0.7586206896551724,0.6000000000000001,0.3076923076923077,0.3673469387755102,0.125,0.5133333333333333,0.4466216216216216,0.736,0.9090909090909091,0.3333333333333333,0.5618336886993602,1,1,1
0.04878048780487805,0.2825361512791992,0.040000000000000036,0.6410256410256411,0.14285714285714285,0.0,0.35333333333333333,0.23716216216216215,0.72,0.31818181818181823,0.6666666666666666,0.4261727078891257,0,3,2
0.8780487804878049,0.11345939933259179,0.2200000000000002,0.717948717948718,0.7551020408163265,0.7083333333333334,0.6533333333333333,0.5020270270270271,0.728,0.5454545454545455,0.0,0.1878997867803838,0,1,1
0.14634146341463414,0.21023359288097884,0.020000000000000018,0.6923076923076923,0.7551020408163265,0.75,0.36000000000000004,0.34662162162162163,0.868,0.45454545454545453,0.0,0.36007462686567154,0,0,1
0.4878048780487805,0.460511679644049,0.41999999999999993,0.6923076923076923,0.5714285714285714,0.3333333333333333,0.68,0.6310810810810811,0.007999999999999972,0.9090909090909091,1.0,0.41364605543710015,1,1,3
0.1951219512195122,0.9744160177975527,0.45999999999999996,0.1794871794871795,0.8163265306122449,0.5,0.5466666666666667,0.5804054054054054,0.6920000000000001,0.6363636363636362,0.3333333333333333,0.8078358208955224,1,2,1
0.926829268292683,0.21468298109010006,0.1200000000000001,0.5641025641025641,0.7142857142857143,0.2916666666666667,0.5066666666666667,0.3891891891891892,0.9359999999999999,0.5,0.6666666666666666,0.32116204690831557,0,0,2
0.4146341463414634,0.6329254727474972,0.41999999999999993,0.717948717948718,0.5102040816326531,0.9166666666666666,0.56,0.5175675675675676,0.568,0.6363636363636362,0.3333333333333333,0.5549040511727078,1,2,2
0.07317073170731707,0.25139043381535037,0.6200000000000001,0.10256410256410256,0.6122448979591837,0.5,0.5333333333333333,0.5195945945945946,0.7040000000000001,0.9090909090909091,0.6666666666666666,0.1809701492537313,1,2,2
0.5853658536585366,0.06117908787541713,0.20000000000000018,0.15384615384615385,0.8775510204081632,0.5833333333333334,0.54,0.5094594594594595,0.46799999999999997,0.5,0.3333333333333333,0.14525586353944558,1,2,2
0.3170731707317073,0.09788654060066737,0.020000000000000018,0.8974358974358975,0.22448979591836735,0.4166666666666667,0.6533333333333333,0.45,0.728,0.22727272727272727,0.0,0.24200426439232403,0,0,1
0.1951219512195122,0.04783092324805336,0.20000000000000018,0.6666666666666666,0.32653061224489793,0.4583333333333333,0.3866666666666667,0.29121621621621624,0.9880000000000001,0.22727272727272727,0.3333333333333333,0.13272921108742003,0,0,1
0.6097560975609756,0.814238042269188,0.6600000000000001,0.02564102564102564,0.2857142857142857,0.5416666666666666,0.6333333333333333,0.4452702702702703,0.7959999999999999,0.6363636363636362,0.6666666666666666,0.5724946695095947,1,3,2
0.024390243902439025,0.22803114571746383,0.18000000000000016,0.6153846153846154,0.16326530612244897,0.125,0.4266666666666666,0.2885135135135135,0.804,0.31818181818181823,0.0,0.30943496801705755,0,0,1
0.4634146341463415,0.9365962180200222,0.52,0.20512820512820512,0.7755102040816326,0.0,0.6666666666666666,0.6763513513513514,0.772,0.5909090909090908,0.0,0.7404051172707888,1,1,1
0.6585365853658537,0.1379310344827586,0.7000000000000002,0.6666666666666666,0.8367346938775511,0.9583333333333334,0.4666666666666666,0.4412162162162162,0.608,0.45454545454545453,0.3333333333333333,0.0796908315565032,1,2,1
0.14634146341463414,0.1635150166852058,0.48,0.0,0.9591836734693877,0.125,0.22666666666666666,0.3168918918918919,0.5159999999999999,0.9545454545454545,0.3333333333333333,0.15325159914712153,1,3,1
0.17073170731707318,0.5350389321468297,0.8999999999999999,0.5641025641025641,0.22448979591836735,0.75,0.6066666666666666,0.4817567567567568,0.508,0.6818181818181818,0.0,0.28917910447761197,1,0,1
0.8292682926829268,0.21913236929922136,0.41999999999999993,0.23076923076923078,0.6326530612244898,0.3333333333333333,0.48666666666666664,0.3601351351351351,0.9719999999999999,0.22727272727272727,0.3333333333333333,0.2158848614072495,0,2,1
0.3170731707317073,0.44160177975528364,0.08000000000000007,0.6153846153846154,0.4897959183673469,0.375,0.35333333333333333,0.29662162162162165,0.6679999999999999,0.36363636363636354,0.6666666666666666,0.5674307036247334,0,0,2
0.3902439024390244,0.12235817575083426,0.2400000000000002,0.05128205128205128,0.7755102040816326,0.125,0.6133333333333333,0.5533783783783783,0.8320000000000001,0.409090909090909,0.3333333333333333,0.18949893390191894,0,3,2
0.8536585365853658,0.4916573971078977,0.52,0.1282051282051282,0.3469387755102041,0.7916666666666666,0.7799999999999999,0.5608108108108109,0.11200000000000003,0.9090909090909091,1.0,0.3960554371002132,1,0,3
0.9512195121951219,0.9132369299221356,0.7799999999999998,0.1282051282051282,0.2857142857142857,0.3333333333333333,0.41999999999999993,0.30202702702702705,0.696,0.9545454545454545,0.3333333333333333,0.5826226012793176,1,0,1
0.07317073170731707,0.6307007786429366,0.43999999999999995,0.02564102564102564,0.6326530612244898,0.5,0.5066666666666667,0.5020270270270271,0.6,0.5909090909090908,0.3333333333333333,0.5429104477611939,1,2,1
0.024390243902439025,0.3670745272525028,0.5800000000000001,0.4358974358974359,0.10204081632653061,0.4583333333333333,0.2066666666666667,0.13716216216216215,0.708,0.04545454545454549,0.3333333333333333,0.27878464818763327,0,1,1
0.12195121951219512,0.8320355951056729,0.20000000000000018,0.5641025641025641,0.8775510204081632,0.4166666666666667,0.6466666666666666,0.6858108108108109,0.46799999999999997,0.5454545454545455,0.6666666666666666,0.8667377398720683,1,0,2
1.0,0.2836484983314794,0.040000000000000036,0.02564102564102564,0.8571428571428571,0.4583333333333333,0.6,0.4851351351351351,0.848,0.27272727272727276,0.3333333333333333,0.42723880597014924,0,3,2
0.07317073170731707,0.11457174638487204,0.040000000000000036,0.28205128205128205,0.6938775510204082,0.7083333333333334,0.3866666666666667,0.35743243243243245,0.8880000000000001,0.5,0.3333333333333333,0.251865671641791,0,0,1
0.6829268292682927,0.23359288097886538,0.41999999999999993,0.5384615384615384,0.673469387755102,0.4583333333333333,0.7799999999999999,0.5722972972972973,0.31200000000000006,0.5454545454545455,0.6666666666666666,0.22761194029850743,0,0,3
0.4146341463414634,0.05116796440489434,0.2400000000000002,0.9230769230769231,0.7551020408163265,0.625,0.040000000000000036,0.09256756756756757,0.8959999999999999,0.22727272727272727,0.0,0.12446695095948822,0,1,1
0.6097560975609756,0.2024471635150167,0.2200000000000002,0.48717948717948717,0.08163265306122448,0.16666666666666666,0.36000000000000004,0.18716216216216217,0.6559999999999999,0.5,0.3333333333333333,0.2699893390191897,0,2,2
0.8048780487804879,0.05339265850945492,0.2599999999999998,0.9743589743589743,0.3469387755102041,0.7916666666666666,0.3866666666666667,0.24527027027027026,0.9519999999999998,0.27272727272727276,0.6666666666666666,0.12100213219616202,0,3,2
0.21951219512195122,0.5283648498331479,0.2599999999999998,0.5897435897435898,0.30612244897959184,1.0,0.8333333333333334,0.672972972972973,0.11600000000000002,0.9090909090909091,1.0,0.5493070362473347,1,2,3
0.8536585365853658,0.1312569521690767,0.48,0.48717948717948717,0.14285714285714285,0.4583333333333333,0.48666666666666664,0.31756756756756754,0.452,1.0,0.3333333333333333,0.1276652452025586,1,2,2
0.3170731707317073,0.271412680756396,0.3999999999999999,0.0,0.4897959183673469,0.8333333333333334,0.98,0.7533783783783784,0.29200000000000004,0.5454545454545455,1.0,0.26545842217484006,0,2,3
0.7317073170731707,0.3014460511679643,0.2200000000000002,0.0,0.6326530612244898,1.0,0.08,0.07972972972972973,0.9359999999999999,0.0,0.0,0.3616737739872068,0,0,1
0.34146341463414637,0.510567296996663,0.20000000000000018,0.41025641025641024,0.5102040816326531,0.4166666666666667,0.9933333333333333,0.8675675675675676,0.18,0.9090909090909091,1.0,0.5658315565031982,1,1,3
0.17073170731707318,0.2825361512791992,0.54,0.0,0.42857142857142855,0.3333333333333333,0.26,0.21891891891891893,0.7040000000000001,0.5,0.3333333333333333,0.22814498933901914,0,0,1
0.3170731707317073,0.2347052280311457,0.52,0.7435897435897436,0.6122448979591837,0.7083333333333334,0.8733333333333334,0.7128378378378378,0.3440000000000001,0.5454545454545455,0.6666666666666666,0.19722814498933897,0,3,3
0.5365853658536586,0.739710789766407,0.2999999999999998,0.05128205128205128,0.8571428571428571,1.0,0.5466666666666667,0.5898648648648649,0.44,0.9545454545454545,0.6666666666666666,0.7142857142857142,1,1,2
0.9512195121951219,0.26696329254727474,0.040000000000000036,0.2564102564102564,0.1836734693877551,0.08333333333333333,0.82,0.47364864864864864,0.20799999999999996,0.5454545454545455,1.0,0.40991471215351805,0,2,3
0.4878048780487805,0.23804226918798663,0.08000000000000007,0.5897435897435898,0.22448979591836735,0.7916666666666666,0.6466666666666666,0.44594594594594594,0.8240000000000001,0.5454545454545455,0.3333333333333333,0.3616737739872068,0,1,2
0.36585365853658536,0.005561735261401557,0.2599999999999998,0.5384615384615384,0.5510204081632653,0.6666666666666666,0.38000000000000006,0.32635135135135135,0.8759999999999999,0.0,0.6666666666666666,0.07782515991471214,0,3,2
0.4146341463414634,0.33481646273637367,0.5800000000000001,0.6410256410256411,0.10204081632653061,0.5416666666666666,0.3866666666666667,0.2972972972972973,0.72,0.36363636363636354,0.3333333333333333,0.25479744136460547,1,0,2
0.5609756097560976,0.6017797552836484,0.2400000000000002,0.3076923076923077,0.3877551020408163,0.0,0.41999999999999993,0.3202702702702703,0.5359999999999999,0.7272727272727273,0.6666666666666666,0.6273987206823027,1,0,2
0.6097560975609756,0.17241379310344826,0.6400000000000001,0.0,0.08163265306122448,0.6666666666666666,0.3866666666666667,0.24324324324324326,0.4040000000000001,0.22727272727272727,0.3333333333333333,0.11833688699360344,1,2,1
0.5853658536585366,0.1523915461624027,0.43999999999999995,0.5897435897435898,0.4489795918367347,1.0,0.5800000000000001,0.3864864864864865,0.792,0.04545454545454549,0.3333333333333333,0.15538379530916838,0,0,1
0.975609756097561,0.2903225806451612,0.5,0.23076923076923078,0.16326530612244897,0.2916666666666667,0.08666666666666667,0.04054054054054054,0.608,0.13636363636363638,0.0,0.24680170575692956,0,0,1
0.6829268292682927,0.710789766407119,0.54,0.8717948717948718,0.5714285714285714,0.16666666666666666,0.4533333333333333,0.37905405405405407,0.43599999999999994,0.6363636363636362,0.0,0.5554371002132195,1,3,1
0.34146341463414637,0.2413793103448276,0.16000000000000014,0.5897435897435898,0.30612244897959184,0.16666666666666666,0.9133333333333334,0.647972972972973,0.26400000000000007,0.5454545454545455,1.0,0.33049040511727074,0,1,3
0.0,0.13681868743047826,0.48,0.6923076923076923,0.9183673469387755,0.3333333333333333,0.4666666666666666,0.46418918918918917,0.7759999999999999,0.31818181818181823,0.0,0.13192963752665243,0,0,1
0.5853658536585366,0.21690767519466073,0.48,0.8974358974358975,0.42857142857142855,0.08333333333333333,0.8533333333333334,0.5581081081081081,0.25599999999999995,0.5454545454545455,1.0,0.19536247334754792,0,3,3
0.14634146341463414,0.36596218020022253,0.52,0.38461538461538464,0.14285714285714285,0.75,0.24,0.16418918918918918,0.8320000000000001,0.0,0.3333333333333333,0.298773987206823,0,3,1
0.1951219512195122,0.40823136818687433,0.2599999999999998,1.0,0.3877551020408163,0.9166666666666666,0.3866666666666667,0.3027027027027027,0.6240000000000001,0.09090909090909088,0.0,0.44109808102345416,0,2,1
0.5609756097560976,0.35706340378197987,0.6600000000000001,0.38461538461538464,0.2653061224489796,0.3333333333333333,0.41999999999999993,0.297972972972973,0.45599999999999996,0.5909090909090908,0.3333333333333333,0.24546908315565033,1,3,2
0.0,0.16462736373748604,0.3599999999999999,0.41025641025641024,0.7755102040816326,0.875,0.5133333333333333,0.47297297297297297,0.88,0.31818181818181823,0.6666666666666666,0.18923240938166314,0,2,2
0.17073170731707318,0.7230255839822024,0.7599999999999998,0.358974358974359,0.7346938775510204,0.7083333333333334,0.56,0.5722972972972973,0.45599999999999996,0.36363636363636354,0.3333333333333333,0.46348614072494665,1,0,2
0.5609756097560976,0.1668520578420467,0.10000000000000009,0.38461538461538464,1.0,0.625,0.6333333333333333,0.5405405405405406,0.856,0.22727272727272727,0.6666666666666666,0.28171641791044777,0,2,2
0.24390243902439024,0.4627363737486095,0.31999999999999984,0.358974358974359,0.673469387755102,0.0,0.39333333333333337,0.41486486486486485,0.42,0.9090909090909091,0.6666666666666666,0.460820895522388,1,3,2
0.3902439024390244,0.3959955506117908,0.20000000000000018,0.8461538461538461,0.20408163265306123,0.041666666666666664,0.09333333333333334,0.07635135135135135,0.764,0.5454545454545455,0.0,0.4586886993603411,0,1,1
0.17073170731707318,0.46162402669632924,0.2200000000000002,0.2564102564102564,0.7959183673469388,0.5416666666666666,0.9533333333333333,0.9358108108108109,0.03600000000000001,0.9090909090909091,0.6666666666666666,0.509594882729211,1,1,3
0.8292682926829268,0.23915461624026696,0.3799999999999999,0.0,0.6530612244897959,0.5416666666666666,0.8666666666666667,0.6270270270270271,0.22,0.5454545454545455,0.6666666666666666,0.24546908315565033,0,0,3
0.8292682926829268,0.3781979977753059,0.2599999999999998,0.358974358974359,0.6122448979591837,0.0,0.5066666666666667,0.4277027027027027,0.628,1.0,0.3333333333333333,0.4139125799573561,1,0,2
0.7804878048780488,0.18242491657397106,0.18000000000000016,0.6410256410256411,0.8775510204081632,1.0,0.5066666666666667,0.4195945945945946,0.9719999999999999,0.5,0.3333333333333333,0.2662579957356076,0,1,1
0.0975609756097561,0.6963292547274749,0.6800000000000002,0.07692307692307693,0.673469387755102,0.625,0.5,0.5060810810810811,0.42,0.5454545454545455,0.3333333333333333,0.4792110874200426,1,2,2
1.0,0.1624026696329255,0.14000000000000012,0.10256410256410256,1.0,0.5833333333333334,0.05333333333333331,0.09324324324324325,0.768,0.36363636363636354,0.3333333333333333,0.2619936034115138,0,0,1
0.926829268292683,0.9899888765294771,0.56,0.8717948717948718,0.12244897959183673,0.5833333333333334,0.5266666666666667,0.33918918918918917,0.684,0.5454545454545455,0.0,0.7566631130063965,1,3,1
0.975609756097561,0.7063403781979978,0.31999999999999984,0.3076923076923077,0.9795918367346939,0.4583333333333333,0.5533333333333333,0.5425675675675675,0.5840000000000001,0.7272727272727273,0.3333333333333333,0.6727078891257996,1,0,1
0.6585365853658537,0.2157953281423804,0.020000000000000018,0.23076923076923078,0.4489795918367347,0.625,0.4333333333333333,0.2918918918918919,0.924,0.18181818181818177,0.6666666666666666,0.3659381663113006,0,2,2
0.14634146341463414,0.2235817575083426,0.5800000000000001,0.2564102564102564,0.9183673469387755,0.5416666666666666,0.98,0.8932432432432432,0.23600000000000002,0.5454545454545455,0.6666666666666666,0.17164179104477614,0,0,3
0.1951219512195122,0.41935483870967744,0.2400000000000002,0.4358974358974359,0.12244897959183673,0.9583333333333334,0.43999999999999995,0.3385135135135135,0.784,0.6818181818181818,0.3333333333333333,0.460820895522388,1,3,2
0.17073170731707318,0.013348164627363768,0.2400000000000002,0.8461538461538461,0.4897959183673469,0.5833333333333334,0.66,0.5202702702702703,0.7559999999999999,0.27272727272727276,0.6666666666666666,0.09008528784648184,0,3,2
0.2682926829268293,0.20689655172413793,0.2200000000000002,0.9743589743589743,0.04081632653061224,0.9166666666666666,0.4666666666666666,0.33918918918918917,0.5359999999999999,0.22727272727272727,0.3333333333333333,0.2742537313432835,1,3,2
0.8048780487804879,0.7708565072302558,0.56,0.5641025641025641,0.7551020408163265,0.5833333333333334,0.02666666666666669,0.07905405405405405,0.748,0.818181818181818,0.3333333333333333,0.5911513859275053,1,2,1
0.7804878048780488,0.3292547274749721,0.9199999999999999,0.15384615384615385,0.3877551020408163,0.75,0.3133333333333333,0.24594594594594596,0.6240000000000001,0.22727272727272727,0.3333333333333333,0.15458422174840086,1,2,1
0.5365853658536586,0.18020022246941048,0.5800000000000001,0.9743589743589743,0.673469387755102,0.2916666666666667,0.86,0.7202702702702702,0.30400000000000005,0.5454545454545455,1.0,0.13912579957356072,0,3,3
0.5609756097560976,0.35261401557285876,0.9199999999999999,0.05128205128205128,0.9795918367346939,0.041666666666666664,0.006666666666666672,0.08175675675675675,0.6920000000000001,0.45454545454545453,0.0,0.16897654584221747,1,3,1
0.8780487804878049,0.5116796440489433,0.8599999999999999,0.28205128205128205,0.8775510204081632,0.041666666666666664,0.8266666666666667,0.7439189189189189,0.11600000000000002,0.9090909090909091,1.0,0.287046908315565,1,2,3
0.8292682926829268,0.4382647385984427,0.18000000000000016,0.15384615384615385,0.8775510204081632,0.375,0.5933333333333333,0.48445945945945945,0.664,0.0,0.3333333333333333,0.5087953091684434,0,2,2
0.9512195121951219,0.4271412680756396,0.2400000000000002,0.6410256410256411,0.5918367346938775,0.08333333333333333,0.34,0.2527027027027027,0.868,0.22727272727272727,0.6666666666666666,0.4677505330490405,0,2,2
0.5121951219512195,0.17130144605116793,0.20000000000000018,0.8205128205128205,0.32653061224489793,0.9166666666666666,0.6266666666666666,0.45675675675675675,0.652,0.04545454545454549,0.3333333333333333,0.2484008528784648,0,1,2
0.6341463414634146,0.2413793103448276,0.10000000000000009,0.9230769230769231,0.1836734693877551,0.6666666666666666,0.6066666666666666,0.34864864864864864,0.924,0.5,0.6666666666666666,0.35607675906183367,0,2,2
0.8292682926829268,0.5061179087875417,0.6400000000000001,0.358974358974359,0.6938775510204082,0.2916666666666667,0.8533333333333334,0.7121621621621622,0.196,0.9090909090909091,0.6666666666666666,0.35954157782515983,1,3,3
0.0,0.5294771968854282,0.8599999999999999,0.02564102564102564,0.3877551020408163,0.9166666666666666,0.8133333333333334,0.6837837837837838,0.07600000000000001,0.9090909090909091,0.6666666666666666,0.29850746268656714,1,1,3
0.8292682926829268,0.4716351501668521,0.43999999999999995,0.15384615384615385,0.3469387755102041,0.125,0.34,0.2581081081081081,0.576,0.5454545454545455,0.6666666666666666,0.4139125799573561,1,2,2
0.8780487804878049,0.30033370411568405,0.3599999999999999,0.7948717948717948,0.8979591836734694,0.5416666666666666,0.03333333333333336,0.09662162162162162,0.42,0.5909090909090908,0.3333333333333333,0.3043710021321961,1,3,1
0.3170731707317073,0.02558398220244713,0.20000000000000018,0.07692307692307693,0.8775510204081632,0.8333333333333334,0.39333333333333337,0.3952702702702703,0.6040000000000001,0.18181818181818177,0.3333333333333333,0.11194029850746266,0,0,2
0.04878048780487805,0.474972191323693,0.98,0.48717948717948717,0.5306122448979592,0.375,0.7933333333333333,0.7121621621621622,0.184,0.9090909090909091,1.0,0.22814498933901914,1,1,3
0.0,0.5828698553948832,0.48,0.8974358974358975,0.9795918367346939,0.0,0.6066666666666666,0.6756756756756757,0.452,0.7272727272727273,0.0,0.4850746268656716,1,3,1
0.0975609756097561,0.25806451612903225,0.08000000000000007,0.7948717948717948,0.7142857142857143,0.125,0.3466666666666667,0.3290540540540541,0.78,0.409090909090909,0.6666666666666666,0.3819296375266524,0,0,2
0.6097560975609756,0.474972191323693,0.7000000000000002,0.6923076923076923,0.4489795918367347,0.0,0.48,0.375,0.728,0.7272727272727273,0.6666666666666666,0.3155650319829424,1,3,2
0.3170731707317073,0.518353726362625,0.52,0.3076923076923077,0.6326530612244898,0.6666666666666666,0.5266666666666667,0.518918918918919,0.7559999999999999,0.818181818181818,0.3333333333333333,0.41684434968017053,1,2,2
0.926829268292683,0.9955506117908787,0.8999999999999999,0.0,0.1836734693877551,0.6666666666666666,0.3333333333333333,0.22702702702702704,0.608,0.9090909090909091,0.0,0.5794243070362474,1,2,1
0.6341463414634146,0.6451612903225806,0.6600000000000001,0.8717948717948718,0.20408163265306123,0.25,0.52,0.35202702702702704,0.628,0.9090909090909091,0.6666666666666666,0.4514925373134328,1,0,2
0.1951219512195122,0.5139043381535039,0.3599999999999999,0.7435897435897436,0.7551020408163265,0.9166666666666666,0.98,0.9445945945945946,0.13200000000000003,0.9090909090909091,1.0,0.4856076759061833,1,2,3
0.34146341463414637,0.4293659621802001,0.2400000000000002,0.8974358974358975,0.10204081632653061,0.7916666666666666,0.52,0.3898648648648649,0.784,0.7272727272727273,0.3333333333333333,0.46988272921108737,1,3,1
0.34146341463414637,0.21134593993325917,0.31999999999999984,0.6153846153846154,0.8163265306122449,0.5833333333333334,0.006666666666666672,0.07094594594594594,0.84,0.13636363636363638,0.0,0.24227078891257994,0,0,1
0.6097560975609756,0.19243604004449383,0.5800000000000001,0.38461538461538464,0.9387755102040817,0.5,0.9866666666666667,0.7945945945945946,0.31200000000000006,0.5454545454545455,0.6666666666666666,0.1481876332622601,0,3,3
1.0,0.9154616240266963,0.7799999999999998,0.46153846153846156,0.673469387755102,0.041666666666666664,0.10666666666666669,0.1331081081081081,0.4040000000000001,0.7272727272727273,0.3333333333333333,0.5842217484008528,1,3,1
0.2926829268292683,0.503893214682981,0.8999999999999999,0.0,0.7142857142857143,0.75,0.7400000000000001,0.722972972972973,0.016000000000000014,0.9090909090909091,1.0,0.269456289978678,1,3,3
0.7560975609756098,0.05784204671857622,0.48,0.10256410256410256,0.7346938775510204,0.9583333333333334,0.49333333333333335,0.3831081081081081,0.8320000000000001,0.27272727272727276,0.3333333333333333,0.06956289978678036,0,2,2
